% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
5953 +1.448813578e+000 +1.448813578e+000 -9.064118642e+001 -9.064118642e+001 +3.3269e-001 +2.7399e+000 +1.9427e-002 -1.6947e+000 -2.0722e-001 -3.7677e+000 -6.9103e-003 +9.8801e-001 +4.2453e-001 +1.6918e+000 +3.8202e+000 -1.7029e+000 -2.1004e+000 +6.8110e-001 +3.7682e+000 +7.2651e-001 -3.8562e+000 +3.6603e+000 +1.8183e+000 -1.3606e+000
6180 +9.993716198e-001 +9.993716198e-001 -9.109062838e+001 -9.109062838e+001 +5.5507e-001 +2.6437e+000 +4.6592e-002 -1.6700e+000 -1.6879e-001 -3.7743e+000 +4.2453e-003 +9.6306e-001 +4.3533e-001 +1.6787e+000 +3.8233e+000 -1.7078e+000 -2.0978e+000 +6.7797e-001 +3.7680e+000 +7.2624e-001 -3.8545e+000 +3.6603e+000 +1.8186e+000 -1.3609e+000
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.562623282e+007 +2.562623282e+007 +2.562614493e+007 +2.562614493e+007 -2.9283e+000 -2.5463e+000 +2.3323e+000 +2.5259e+000 +4.1799e+000 -2.0044e+000 +4.9444e+000 +1.5622e+000 +1.6352e+000 +8.7794e-001 -1.2186e+000 -1.1408e+000 +2.4401e-001 -1.9774e+000 -2.9140e+000 +3.5506e+000 +2.5676e+000 -4.4723e+000 +3.4408e+000 +2.3694e+000
4 +1.428119537e+007 +1.428119537e+007 +1.428110748e+007 +1.428110748e+007 -1.3969e+000 -2.2781e+000 +2.2138e+000 -3.7386e+000 +3.7003e+000 -1.5847e+000 +2.0673e+000 -1.3107e+000 -3.1096e+000 -2.2047e-003 -2.3105e+000 -2.4330e+000 -1.2998e+000 -2.5671e+000 -3.1669e+000 +3.8820e+000 +3.2675e+000 +4.4756e+000 +3.4892e+000 +2.1450e+000
5 +7.150641615e+006 +7.150641615e+006 +7.150553725e+006 +7.150553725e+006 -5.0134e-001 +3.1334e+000 -2.2716e-001 +3.9695e+000 +4.3601e+000 +1.5888e+000 +4.3856e+000 +3.7622e+000 +2.4143e+000 -6.8679e-001 -1.4809e+000 -3.4150e+000 +5.5289e-001 +4.5166e+000 -3.0439e+000 -4.5080e+000 -3.2752e+000 +1.3720e+000 -3.2999e+000 +4.5149e+000
15 +5.285325051e+006 +5.285325051e+006 +5.285237161e+006 +5.285237161e+006 +3.6760e+000 -3.9638e-001 +3.4101e+000 +4.8159e+000 -4.6690e+000 -7.2113e-001 +4.7336e-001 +4.9347e+000 -3.6297e+000 -3.4270e+000 +3.9872e+000 +2.9917e+000 -3.5929e+000 -5.3731e-001 +6.3121e-001 +2.6018e+000 +7.1743e-001 +3.4760e+000 -5.1957e-001 +1.1792e+000
50 +2.984386150e+006 +2.984386150e+006 +2.984298260e+006 +2.984298260e+006 +1.3737e+000 -2.3587e+000 -4.0598e+000 -3.0536e+000 +4.1415e+000 -4.2897e-001 +3.1282e+000 -1.3409e+000 +4.2438e-001 +2.9148e+000 -2.7815e+000 +3.2254e+000 +3.1440e+000 -2.4283e+000 -3.3262e+000 +1.7339e+000 -2.3135e-002 +1.9616e+000 -2.1912e+000 +2.1670e+000
55 +1.749469304e+006 +1.749469304e+006 +1.749381414e+006 +1.749381414e+006 +2.8713e+000 -2.2781e+000 +2.2138e+000 -3.7386e+000 +3.7003e+000 +6.7125e-001 +3.0662e+000 -1.3107e+000 -3.1096e+000 -2.2047e-003 -3.4653e+000 +6.0999e+000 +4.8830e+000 -2.5671e+000 -2.5028e+000 +2.2590e+000 -1.0323e+000 +4.4756e+000 -8.4624e-001 +3.1604e+000
200 +1.440316844e+006 +1.440316844e+006 +1.440228954e+006 +1.440228954e+006 +1.3739e+000 -7.4962e-001 +2.6942e+000 -3.1351e+000 +2.2573e+000 -1.7781e-001 +3.8700e+000 +6.9882e-001 -3.4510e+000 +2.4091e+000 -1.5853e+000 +3.4396e+000 +5.2024e+000 -3.0577e+000 -2.1277e-001 +8.4424e-001 -2.2529e+000 +3.6618e+000 -1.1015e+000 +2.4700e+000
303 +9.315880574e+005 +9.315880574e+005 +9.315001674e+005 +9.315001674e+005 +6.7940e+000 -5.7621e+000 +5.5577e-001 +7.4796e-001 +1.9418e+000 +5.8284e+000 +4.1874e+000 +1.2366e+000 +1.8388e+000 +7.3608e+000 -6.5657e+000 -1.3814e+000 -3.1090e+000 -4.0257e-001 +2.1709e-001 -1.8345e+000 -1.5658e+000 +4.1652e+000 -3.0645e-001 +2.9497e+000
423 +5.839252138e+005 +5.839252138e+005 +5.838373238e+005 +5.838373238e+005 +1.0083e+001 -4.2939e+000 -1.4023e+000 -1.0678e+000 +7.3491e+000 +8.1101e+000 +3.9613e+000 +1.7539e+000 -4.3257e-001 +3.8127e+000 -5.6602e+000 +5.0258e+000 +3.6661e+000 +1.1817e+000 -2.3085e-001 -6.1579e-001 -7.0103e-001 +3.9612e+000 -1.5406e+000 +2.9100e+000
717 +3.742531427e+005 +3.742531427e+005 +3.741652527e+005 +3.741652527e+005 +1.1070e+001 -5.5853e+000 -1.3910e+000 -6.2265e-001 +6.3014e+000 +9.4953e+000 +3.3835e+000 +2.1461e+000 +9.1712e-001 +7.8158e+000 -7.2523e+000 +2.5077e+000 +6.4683e-001 +9.1553e-001 -4.6828e-001 -9.0232e-001 -6.5494e-001 +3.4573e+000 -1.3483e+000 +3.0408e+000
825 +2.418143448e+005 +2.418143448e+005 +2.417264548e+005 +2.417264548e+005 +3.2555e-001 -5.5731e+000 -1.0645e+000 -6.3609e+000 +4.9763e+000 +4.5485e+000 +6.4356e+000 +3.1932e+000 -3.7571e+000 +2.2781e+000 -6.7143e+000 +8.0120e-001 +4.7874e+000 +1.0454e+000 -6.1609e-002 -1.1492e+000 -3.7280e-001 +2.9858e+000 -9.0981e-001 +2.9801e+000
941 +1.437393131e+005 +1.437393131e+005 +1.436514231e+005 +1.436514231e+005 +6.9073e+000 +6.1139e-002 -1.0623e+000 +1.5802e+000 +3.3068e+000 +5.4123e+000 +4.1665e+000 +7.3926e+000 +2.7468e+000 +1.3268e+000 -1.7078e-001 -2.2606e+000 +1.9716e+000 +1.9929e+000 -4.2402e-002 -9.9787e-001 -2.5985e-001 +2.9738e+000 -8.4283e-001 +3.1142e+000
949 +9.101384079e+004 +9.101384079e+004 +9.092595079e+004 +9.092595079e+004 +5.8510e+000 +1.0969e+000 -6.0726e-001 +1.4570e+000 +2.8891e+000 +4.7537e+000 +3.6977e+000 +7.5245e+000 +2.0424e+000 -6.7071e-001 +2.0628e+000 -2.1405e+000 +2.7598e+000 +2.0215e+000 -2.2028e-001 -8.0930e-001 -2.6584e-001 +3.2801e+000 -8.6837e-001 +2.9855e+000
1144 +5.115192050e+004 +5.115192050e+004 +5.106403050e+004 +5.106403050e+004 +3.8276e+000 +6.8344e-001 +2.8735e-001 -1.4337e+000 +1.1149e+000 +1.4038e+000 +4.3467e+000 +6.3403e+000 -6.5575e-001 +3.1154e+000 +1.5612e+000 -1.3905e+000 +3.2287e+000 +1.6864e+000 -3.0215e-001 -1.0256e+000 -2.6215e-001 +3.2727e+000 -9.2166e-001 +2.9483e+000
1324 +3.905552675e+004 +3.905552675e+004 +3.896763675e+004 +3.896763675e+004 -6.3390e-002 +2.8317e+000 +4.5507e-002 +7.1579e+000 -1.5475e-001 -5.6445e+000 +4.4283e+000 +7.1237e+000 -4.5573e-002 +1.1685e+000 +3.0523e+000 -1.5048e+000 +3.6844e+000 +7.1418e-001 -4.1285e-001 -1.3344e+000 -3.8318e-001 +3.3021e+000 -1.0048e+000 +2.9095e+000
1485 +2.489547572e+004 +2.489547572e+004 +2.480758572e+004 +2.480758572e+004 -4.1450e+000 +3.8394e+000 +6.2332e-001 +1.3170e+000 +7.0184e-001 -6.6989e+000 +4.6771e+000 +6.7362e+000 -1.7245e+000 +4.2280e+000 +2.2425e+000 -2.2143e+000 +3.3721e+000 +5.1355e-001 -4.6307e-001 -1.7736e+000 -3.8487e-001 +3.2714e+000 -9.6328e-001 +2.9510e+000
1620 +1.436625857e+004 +1.436625857e+004 +1.427836857e+004 +1.427836857e+004 -2.1308e+000 +3.2902e+000 -5.1714e-001 -1.7170e+000 +2.9198e-001 -2.2617e+000 +3.9243e+000 +7.5278e+000 -2.1456e+000 +3.2917e+000 +2.4633e+000 -2.4039e+000 +2.6766e+000 +1.1467e+000 -6.4838e-001 -1.6431e+000 -2.8803e-001 +3.3548e+000 -9.6781e-001 +3.0163e+000
2162 +9.875809554e+003 +9.875809554e+003 +9.787919554e+003 +9.787919554e+003 -1.4054e+000 +2.3114e+000 -5.2983e-001 -2.6337e+000 +2.1813e-001 -1.3838e+000 +3.7029e+000 +6.6611e+000 -3.0744e+000 +3.6596e+000 +2.9305e+000 -2.3458e+000 +2.8126e+000 +1.0207e+000 -6.0566e-001 -1.6569e+000 -4.0097e-001 +3.3309e+000 -9.5735e-001 +3.0105e+000
2395 +5.163022813e+003 +5.163022813e+003 +5.075132813e+003 +5.075132813e+003 -5.0233e-001 +2.1657e+000 -6.9501e-001 -2.1770e+000 -1.6281e+000 -2.5550e+000 +2.7562e+000 +3.5786e+000 -2.0883e+000 +3.6916e+000 +3.0161e+000 -1.9021e+000 +2.8996e+000 +1.1715e+000 -7.1721e-001 -1.6406e+000 -3.9133e-001 +3.3139e+000 -9.9275e-001 +3.0135e+000
2447 +3.903905835e+003 +3.903905835e+003 +3.816015835e+003 +3.816015835e+003 +3.1311e-001 +2.0101e+000 -3.0056e+000 +1.2025e+000 -4.6412e+000 -1.2390e+000 +2.6021e+000 +3.3476e+000 -2.6918e+000 +4.0123e+000 +2.5524e+000 -2.1742e+000 +2.9611e+000 +8.3716e-001 -6.7892e-001 -1.5495e+000 -4.3001e-001 +3.3230e+000 -9.9961e-001 +3.0195e+000
2858 +2.250287035e+003 +2.250287035e+003 +2.162397035e+003 +2.162397035e+003 -3.3085e+000 +1.0004e+000 +1.4796e+000 -6.6722e-001 -5.1206e+000 -6.0909e-001 +1.8465e+000 +1.8119e+000 -2.6548e+000 +3.1605e+000 +2.9462e+000 -2.1442e+000 +2.8328e+000 +1.0026e+000 -7.1155e-001 -1.5652e+000 -4.2740e-001 +3.3509e+000 -9.9110e-001 +3.0185e+000
3027 +1.340330217e+003 +1.340330217e+003 +1.252440217e+003 +1.252440217e+003 -3.6734e+000 +2.5753e+000 +8.9529e-001 -2.3114e+000 -1.6032e+000 -3.1716e+000 +4.5638e-001 +1.8054e+000 -2.5015e+000 +3.5407e+000 +2.6525e+000 -2.0716e+000 +2.8959e+000 +9.9189e-001 -7.0302e-001 -1.5192e+000 -4.2801e-001 +3.3455e+000 -9.9299e-001 +3.0112e+000
3179 +8.504069497e+002 +8.504069497e+002 +7.625169497e+002 +7.625169497e+002 -9.9612e+000 +2.5894e+000 -2.2944e+000 -3.0034e+000 -2.6722e+000 -2.6512e+000 -1.1667e+000 +1.7530e+000 -2.1878e+000 +3.7538e+000 +2.8455e+000 -2.1178e+000 +2.8766e+000 +9.3860e-001 -6.9065e-001 -1.5615e+000 -4.1996e-001 +3.3458e+000 -9.8276e-001 +3.0152e+000
3284 +6.144000297e+002 +6.144000297e+002 +5.265100297e+002 +5.265100297e+002 -7.6101e+000 +2.5169e+000 -2.3141e+000 -2.4486e+000 -2.0910e+000 -2.4552e+000 -3.0305e+000 +2.2116e+000 -2.1483e+000 +3.5410e+000 +2.8193e+000 -2.2037e+000 +2.8667e+000 +1.0222e+000 -6.4769e-001 -1.5623e+000 -4.1883e-001 +3.3408e+000 -9.8375e-001 +3.0196e+000
3675 +3.801224051e+002 +3.801224051e+002 +2.922324051e+002 +2.922324051e+002 -1.1672e+000 +1.7350e+000 -9.6762e-001 -3.0424e+000 -2.0367e+000 -9.8033e-001 -2.4467e+000 +2.1701e+000 -2.2825e+000 +3.4255e+000 +2.6530e+000 -2.2145e+000 +2.9102e+000 +9.3193e-001 -6.5091e-001 -1.5317e+000 -4.1905e-001 +3.3414e+000 -9.8829e-001 +3.0190e+000
3847 +2.352501286e+002 +2.352501286e+002 +1.473601286e+002 +1.473601286e+002 -1.3631e+000 +1.1330e+000 +1.5662e+000 -6.4315e-001 -3.1241e+000 -2.7698e-002 -3.5221e+000 +1.7835e+000 -2.1500e+000 +3.3495e+000 +2.6062e+000 -2.1531e+000 +2.8575e+000 +1.0123e+000 -6.6301e-001 -1.5459e+000 -4.2572e-001 +3.3376e+000 -9.8777e-001 +3.0197e+000
3948 +1.524875665e+002 +1.524875665e+002 +6.459756650e+001 +6.459756650e+001 +8.8806e-001 +9.3416e-001 +1.1463e+000 -1.2869e+000 -2.9556e+000 -2.8523e-001 -2.6568e+000 +1.7150e+000 -2.2927e+000 +3.3855e+000 +2.6055e+000 -2.1200e+000 +2.8610e+000 +9.6465e-001 -6.7921e-001 -1.5377e+000 -4.3362e-001 +3.3396e+000 -9.8835e-001 +3.0202e+000
4150 +9.602327261e+001 +9.602327261e+001 +8.133272613e+000 +8.133272613e+000 +4.7279e-001 +1.9746e+000 +1.6892e+000 -1.2430e+000 -3.1366e+000 -4.6196e-001 -3.5801e+000 +1.6535e+000 -2.3102e+000 +3.4074e+000 +2.6360e+000 -2.1092e+000 +2.8628e+000 +9.5019e-001 -6.7894e-001 -1.5624e+000 -4.4214e-001 +3.3382e+000 -9.8687e-001 +3.0159e+000
4233 +6.068250520e+001 +6.068250520e+001 -2.720749480e+001 -2.720749480e+001 +1.5327e+000 +1.9708e+000 +1.8730e+000 -2.4509e+000 -3.2775e+000 -5.0025e-001 -3.0790e+000 +1.5063e+000 -2.4085e+000 +3.3494e+000 +2.5955e+000 -2.1305e+000 +2.8564e+000 +9.3583e-001 -6.8582e-001 -1.5603e+000 -4.3462e-001 +3.3370e+000 -9.8843e-001 +3.0153e+000
4578 +3.880487100e+001 +3.880487100e+001 -4.908512900e+001 -4.908512900e+001 +1.2168e+000 +1.1806e+000 +1.9665e+000 -2.3795e+000 -3.4123e+000 -3.1044e-001 -3.1400e+000 +1.4713e+000 -2.5519e+000 +3.3802e+000 +2.6503e+000 -2.0987e+000 +2.8863e+000 +9.7446e-001 -6.8124e-001 -1.5616e+000 -4.3196e-001 +3.3380e+000 -9.8729e-001 +3.0143e+000
4771 +2.369744915e+001 +2.369744915e+001 -6.419255085e+001 -6.419255085e+001 +2.4369e-001 +2.7896e+000 +1.3853e+000 -3.0300e+000 -3.1577e+000 -6.0494e-001 -3.2785e+000 +1.5597e+000 -2.4964e+000 +3.3911e+000 +2.6347e+000 -2.1451e+000 +2.8829e+000 +9.8792e-001 -6.8707e-001 -1.5614e+000 -4.3261e-001 +3.3376e+000 -9.8894e-001 +3.0135e+000
4962 +1.496345367e+001 +1.496345367e+001 -7.292654633e+001 -7.292654633e+001 +5.8223e-001 +2.8876e+000 +2.1115e+000 -2.0985e+000 -3.2659e+000 -4.7913e-001 -2.9299e+000 +1.6227e+000 -2.5265e+000 +3.4296e+000 +2.6439e+000 -2.1429e+000 +2.8852e+000 +9.7142e-001 -6.7518e-001 -1.5622e+000 -4.3631e-001 +3.3394e+000 -9.8995e-001 +3.0139e+000
5103 +9.458558878e+000 +9.458558878e+000 -7.843144112e+001 -7.843144112e+001 +1.7742e+000 +3.3840e+000 +1.4070e+000 -2.4041e+000 -3.3042e+000 -5.4944e-001 -3.0826e+000 +1.4770e+000 -2.5354e+000 +3.4241e+000 +2.6208e+000 -2.1413e+000 +2.9003e+000 +9.7852e-001 -6.8356e-001 -1.5611e+000 -4.3385e-001 +3.3377e+000 -9.8919e-001 +3.0130e+000
5106 +5.714746869e+000 +5.714746869e+000 -8.217525313e+001 -8.217525313e+001 +1.4627e+000 +3.7806e+000 +1.5597e+000 -2.2368e+000 -3.2859e+000 -5.7757e-001 -2.9621e+000 +1.5363e+000 -2.5397e+000 +3.4362e+000 +2.6213e+000 -2.1418e+000 +2.8808e+000 +9.8077e-001 -6.8405e-001 -1.5640e+000 -4.3691e-001 +3.3384e+000 -9.8940e-001 +3.0131e+000
5583 +3.899496596e+000 +3.899496596e+000 -8.399050340e+001 -8.399050340e+001 +5.8214e-001 +3.7015e+000 +1.2331e+000 -2.0430e+000 -3.1566e+000 -6.1437e-001 -2.9917e+000 +1.5092e+000 -2.5609e+000 +3.4600e+000 +2.6302e+000 -2.1409e+000 +2.8819e+000 +9.8019e-001 -6.8976e-001 -1.5628e+000 -4.3499e-001 +3.3380e+000 -9.9096e-001 +3.0127e+000
5776 +2.438265496e+000 +2.438265496e+000 -8.545173450e+001 -8.545173450e+001 +1.0271e+000 +3.8954e+000 +1.2070e+000 -2.0465e+000 -3.1656e+000 -5.4097e-001 -2.9320e+000 +1.4940e+000 -2.5327e+000 +3.4342e+000 +2.6235e+000 -2.1436e+000 +2.8812e+000 +9.8154e-001 -6.8670e-001 -1.5636e+000 -4.3468e-001 +3.3367e+000 -9.9030e-001 +3.0132e+000
5995 +1.574130897e+000 +1.574130897e+000 -8.631586910e+001 -8.631586910e+001 +6.2782e-001 +3.6909e+000 +1.1885e+000 -2.0346e+000 -3.1498e+000 -5.4077e-001 -2.9380e+000 +1.4824e+000 -2.5444e+000 +3.4402e+000 +2.6258e+000 -2.1412e+000 +2.8822e+000 +9.7629e-001 -6.8807e-001 -1.5641e+000 -4.3509e-001 +3.3373e+000 -9.9028e-001 +3.0137e+000
6277 +9.160387488e-001 +9.160387488e-001 -8.697396125e+001 -8.697396125e+001 +1.9983e-001 +3.6966e+000 +1.2112e+000 -2.1050e+000 -3.1677e+000 -6.3390e-001 -2.9600e+000 +1.4715e+000 -2.5483e+000 +3.4386e+000 +2.6233e+000 -2.1394e+000 +2.8812e+000 +9.7608e-001 -6.8701e-001 -1.5638e+000 -4.3544e-001 +3.3365e+000 -9.9015e-001 +3.0136e+000
6372 +6.039102802e-001 +6.039102802e-001 -8.728608972e+001 -8.728608972e+001 +1.5607e-001 +3.5640e+000 +1.2103e+000 -2.1185e+000 -3.0832e+000 -6.2414e-001 -2.9707e+000 +1.4813e+000 -2.5434e+000 +3.4338e+000 +2.6283e+000 -2.1407e+000 +2.8812e+000 +9.7957e-001 -6.8674e-001 -1.5639e+000 -4.3486e-001 +3.3368e+000 -9.8960e-001 +3.0136e+000
% function evaluation | noise-free fitness - Fopt (3.201900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.653820507e+007 +1.653820507e+007 +1.653852526e+007 +1.653852526e+007 -1.4988e+000 -4.3097e+000 -4.3840e+000 -2.1090e-002 -1.5583e+000 -2.7264e+000 +1.6889e+000 -8.2823e-001 -4.8765e+000 +1.6785e+000 -7.0395e-001 +7.5869e-001 -3.1223e-001 -4.3600e+000 -2.6643e+000 -1.8544e+000 -2.6006e+000 +1.8870e-001 -1.0373e+000 +3.4532e+000
3 +1.112780831e+007 +1.112780831e+007 +1.112812850e+007 +1.112812850e+007 -5.1339e-001 +3.5044e-001 +3.0958e+000 -1.1564e+000 +1.0822e+000 -1.0726e+000 -2.6373e+000 +1.1092e+000 -3.6479e+000 +3.9508e-001 -3.6537e+000 +2.5110e+000 -7.6874e-001 -3.1606e+000 -9.7766e-001 -1.9560e-001 +3.0291e+000 +1.3110e+000 +4.8320e+000 -1.5112e+000
7 +5.376352458e+006 +5.376352458e+006 +5.376672648e+006 +5.376672648e+006 +4.0646e+000 -1.0874e+000 -2.4967e+000 +1.8978e+000 +3.3452e+000 +1.4422e+000 +4.7871e+000 -9.6511e-001 -6.3906e-002 -7.1687e-001 +8.3476e-001 -1.1652e+000 -4.4304e+000 -1.5660e+000 -4.6874e+000 -2.2951e-001 +1.3222e+000 +5.5207e-001 +1.8626e+000 -3.1508e-001
55 +3.572229844e+006 +3.572229844e+006 +3.572550034e+006 +3.572550034e+006 -6.7018e-001 -2.1121e+000 +2.4849e+000 -2.5683e+000 -2.5201e-001 +3.8287e-001 -1.6195e+000 -9.4743e-001 -5.1344e+000 +1.7421e-001 -4.1716e+000 +5.3295e+000 +1.5116e+000 -1.3839e+000 +7.2631e-001 +3.8043e-001 +1.5642e+000 +2.6429e+000 +3.6900e+000 +2.7033e-001
202 +2.371521357e+006 +2.371521357e+006 +2.371841547e+006 +2.371841547e+006 +3.5443e-002 +3.7160e+000 -1.8558e+000 +1.9606e+000 -4.9511e+000 +3.1765e+000 +4.1000e+000 +1.0062e+000 +1.3248e+000 -1.7084e+000 -2.1859e+000 -1.6717e+000 -4.5608e+000 +5.2348e+000 -9.2600e-001 +1.7085e+000 +1.7806e+000 +7.9709e-001 +2.6249e+000 +3.8293e-001
212 +6.025394083e+005 +6.025394083e+005 +6.028595983e+005 +6.028595983e+005 +3.2641e+000 +1.0343e+000 +2.4603e+000 -3.8107e+000 +2.4620e+000 -4.2133e+000 -1.2765e+000 -3.0072e+000 -1.0171e+001 +1.0903e+000 -8.3663e+000 +8.0534e+000 +4.7035e+000 -3.4454e+000 +1.5940e+000 +2.9957e+000 +3.5476e+000 +3.1825e-003 +2.8794e+000 +1.7163e+000
604 +3.161308058e+005 +3.161308058e+005 +3.164509958e+005 +3.164509958e+005 +4.0871e+000 -1.3103e+000 +6.9208e+000 +3.6627e+000 +1.4669e+000 -4.2002e+000 -4.5091e+000 -2.8676e+000 -1.0072e+001 -7.6996e-001 -7.1161e+000 +8.6039e-001 +9.5488e-001 -2.6839e+000 +2.6353e+000 +3.3700e+000 +3.9045e+000 +5.7378e-001 +2.4674e+000 +1.7118e+000
639 +1.722379554e+005 +1.722379554e+005 +1.725581454e+005 +1.725581454e+005 +2.8511e+000 -1.5395e+000 +7.8842e+000 +6.1256e+000 -1.9960e-001 -1.6956e+000 -3.7632e+000 -2.1073e+000 -8.0255e+000 -1.6295e+000 -3.6510e+000 -1.7628e+000 -9.3984e-001 -2.4001e-001 +1.1042e+000 +3.4410e+000 +3.8805e+000 +4.5910e-001 +2.5340e+000 +1.3563e+000
824 +1.526466897e+005 +1.526466897e+005 +1.529668797e+005 +1.529668797e+005 +2.6804e+000 -1.8027e+000 +5.6161e+000 +6.9019e+000 -3.2760e-001 -1.3464e+000 -3.4867e+000 -1.9431e+000 -7.1875e+000 -1.6123e+000 -3.2921e+000 -2.1166e+000 -1.9922e+000 -1.6538e+000 +1.2865e+000 +2.8653e+000 +3.8863e+000 +5.1883e-001 +2.4370e+000 +1.4184e+000
1014 +8.689825298e+004 +8.689825298e+004 +8.721844298e+004 +8.721844298e+004 +3.4844e+000 -2.2133e+000 +6.9507e+000 +5.3518e+000 +2.3223e+000 -3.5872e+000 -5.0669e+000 -3.3546e+000 -9.1896e+000 -1.7465e+000 -5.2211e+000 +5.4565e-001 -1.0021e-001 -2.3658e+000 +1.3154e+000 +2.9225e+000 +3.9997e+000 +6.2470e-001 +2.5095e+000 +1.3509e+000
1167 +4.599415691e+004 +4.599415691e+004 +4.631434691e+004 +4.631434691e+004 +3.0995e+000 +1.4694e+000 +3.2930e+000 +8.5877e+000 +7.6098e-001 -9.3261e-001 -5.4258e+000 -2.4516e+000 -7.4637e+000 -9.8550e-001 -3.9452e+000 +2.5550e+000 +8.9797e-001 -2.7156e+000 +1.6068e+000 +2.7747e+000 +3.6922e+000 +6.5031e-001 +2.6310e+000 +1.3944e+000
1272 +3.583171661e+004 +3.583171661e+004 +3.615190661e+004 +3.615190661e+004 +2.6147e+000 +1.3900e+000 +6.1372e+000 +8.3108e+000 +1.3351e+000 -2.6440e+000 -3.9212e+000 -2.2056e+000 -7.3757e+000 -7.2506e-001 -4.1155e+000 +2.7898e+000 +8.3938e-001 -2.5736e+000 +1.2363e+000 +2.7265e+000 +3.7191e+000 +6.0259e-001 +2.6205e+000 +1.3613e+000
1556 +2.045232078e+004 +2.045232078e+004 +2.077251078e+004 +2.077251078e+004 +2.2818e+000 -7.4277e-001 +7.2034e+000 +8.9153e+000 +1.6213e+000 -2.2677e+000 +1.8119e-001 -7.2438e-001 -6.9042e+000 -4.6566e-001 -3.1279e+000 +2.1278e+000 -4.2708e-001 -1.6981e+000 +1.3185e+000 +2.6090e+000 +3.6878e+000 +6.8182e-001 +2.5931e+000 +1.3335e+000
1701 +1.562728621e+004 +1.562728621e+004 +1.594747621e+004 +1.594747621e+004 +2.2246e+000 +1.3623e-001 +7.4521e+000 +9.2715e+000 +1.4250e+000 -3.0214e+000 +1.5963e+000 +2.6826e-001 -6.4718e+000 -3.0652e-001 -2.8535e+000 +2.3490e+000 -1.5420e-001 -1.5360e+000 +1.3404e+000 +2.5973e+000 +3.6272e+000 +6.6004e-001 +2.5611e+000 +1.3347e+000
1969 +8.947577431e+003 +8.947577431e+003 +9.267767431e+003 +9.267767431e+003 +4.6329e+000 +6.0305e+000 +3.1704e+000 +8.9875e+000 -2.3606e-001 -2.9596e+000 +1.7535e+000 +3.8953e-002 -2.8654e+000 -2.1522e-001 -2.1720e+000 +2.8991e+000 -8.5070e-002 -1.5506e+000 +1.3273e+000 +2.5906e+000 +3.6251e+000 +6.7122e-001 +2.6009e+000 +1.3403e+000
2052 +4.534229089e+003 +4.534229089e+003 +4.854419089e+003 +4.854419089e+003 +4.1261e+000 +4.6944e+000 +1.5714e+000 +8.5602e+000 -4.9701e+000 +1.6610e+000 +1.9388e+000 -4.6562e-001 -3.2251e+000 -4.1769e-001 -1.5146e+000 +2.7757e+000 +1.6885e-001 -1.5581e+000 +1.2145e+000 +2.6199e+000 +3.6092e+000 +6.8604e-001 +2.6229e+000 +1.3305e+000
2134 +2.553746583e+003 +2.553746583e+003 +2.873936583e+003 +2.873936583e+003 +4.0731e+000 +4.7285e+000 +1.9287e+000 +6.1463e+000 -4.2212e+000 +9.6045e-001 +1.8584e+000 -8.2665e-001 -4.2137e+000 -3.9311e-001 -8.1592e-001 +2.7764e+000 +4.1587e-001 -1.5629e+000 +1.2318e+000 +2.5256e+000 +3.6178e+000 +6.9132e-001 +2.5762e+000 +1.3549e+000
2209 +2.083997033e+003 +2.083997033e+003 +2.404187033e+003 +2.404187033e+003 +4.2722e+000 +4.6002e+000 +5.8653e-001 +6.3235e+000 -7.0347e+000 +3.5921e+000 +2.1604e+000 -1.0261e+000 -3.8768e+000 -4.8543e-001 -8.5719e-001 +2.7738e+000 +5.2948e-001 -1.6524e+000 +1.1668e+000 +2.5604e+000 +3.5856e+000 +6.9787e-001 +2.5979e+000 +1.3514e+000
2410 +1.551672230e+003 +1.551672230e+003 +1.871862230e+003 +1.871862230e+003 +3.9647e+000 +3.6504e+000 +1.5052e+000 +2.7217e+000 -2.7054e+000 +1.8799e+000 +1.9228e+000 -8.4880e-001 -4.2589e+000 -3.5172e-001 -7.1654e-001 +2.7434e+000 +7.1951e-001 -1.8301e+000 +1.2094e+000 +2.5459e+000 +3.6089e+000 +6.9927e-001 +2.5964e+000 +1.3489e+000
2753 +9.687868637e+002 +9.687868637e+002 +1.288976864e+003 +1.288976864e+003 +3.3313e+000 +4.0930e+000 +1.4938e+000 +3.3717e+000 -3.6427e+000 +1.8275e+000 +3.2274e+000 -8.1741e-001 -3.7500e+000 -6.6609e-001 -1.0395e+000 +2.5369e+000 +6.4291e-001 -1.7952e+000 +1.2284e+000 +2.6186e+000 +3.6082e+000 +6.9824e-001 +2.5836e+000 +1.3496e+000
