% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1353 +3.478743401e+004 +3.478743401e+004 +3.378743401e+004 +3.378743401e+004 +3.1422e-001 -4.1098e+000 +2.2153e+000 -8.6474e+000 -3.9419e+000 +1.4440e+000 +4.9372e+000 -2.5851e+000 +2.9210e+000 -3.6388e-001 +1.0807e+000 -2.0998e+000 +2.2327e+000 +4.5672e-001 -1.2371e+000 +3.2864e+000 +7.9711e-001 -3.1958e+000 +3.4060e-001 +7.6391e-001
1415 +1.748755926e+004 +1.748755926e+004 +1.648755926e+004 +1.648755926e+004 +2.7557e-001 -7.3059e+000 +1.6650e+000 -7.7302e+000 -3.9503e+000 +2.2738e+000 +5.1640e+000 -2.4886e+000 -8.6584e-001 +1.3301e+000 +1.2099e+000 -2.0459e+000 +1.8287e+000 +6.4146e-001 -1.2081e+000 +3.2074e+000 +8.2736e-001 -3.2312e+000 +2.8848e-001 +7.7930e-001
1532 +1.131288253e+004 +1.131288253e+004 +1.031288253e+004 +1.031288253e+004 +7.1487e-002 -6.2915e+000 +1.8882e+000 -9.2268e+000 -3.6829e+000 +1.4020e+000 +4.9932e+000 -2.3460e+000 -1.0159e+000 +1.6649e+000 +9.5622e-001 -1.7125e+000 +1.8162e+000 +5.1787e-001 -1.2238e+000 +3.2421e+000 +9.1359e-001 -3.2399e+000 +3.4304e-001 +7.7077e-001
1745 +7.740041390e+003 +7.740041390e+003 +6.740041390e+003 +6.740041390e+003 -2.6356e-001 -6.7681e+000 +1.7824e+000 -9.3577e+000 -3.5895e+000 +1.1276e+000 +5.2236e+000 -2.2330e+000 -2.2019e+000 +2.2925e+000 +8.5840e-001 -1.7559e+000 +1.6250e+000 +6.0140e-001 -1.2016e+000 +3.2394e+000 +9.8973e-001 -3.2618e+000 +3.6009e-001 +7.7035e-001
1849 +6.001220964e+003 +6.001220964e+003 +5.001220964e+003 +5.001220964e+003 -8.0694e-001 -2.5415e+000 +1.9477e+000 -6.9001e+000 -4.8132e+000 +1.5312e+000 +5.2734e+000 -8.7679e-001 -2.4271e+000 +2.2267e+000 +6.2710e-001 -1.3348e+000 +1.7599e+000 +7.3982e-001 -1.1454e+000 +3.2007e+000 +9.6621e-001 -3.3622e+000 +3.8752e-001 +8.3342e-001
2019 +3.641719804e+003 +3.641719804e+003 +2.641719804e+003 +2.641719804e+003 -1.4480e+000 -6.3323e+000 +2.5242e+000 -5.9565e+000 -4.3519e+000 +1.9279e+000 +4.5297e+000 -1.6598e+000 -2.6744e+000 +2.3069e+000 +1.1449e+000 -1.2973e+000 +1.7059e+000 +6.1479e-001 -1.1732e+000 +3.3236e+000 +1.0069e+000 -3.2914e+000 +3.9017e-001 +8.0821e-001
2330 +1.553870150e+003 +1.553870150e+003 +5.538701501e+002 +5.538701501e+002 -1.5302e+000 -4.8950e+000 +2.0344e+000 -3.1456e+000 -3.9771e+000 +1.0537e+000 +3.3942e+000 -1.2793e+000 -2.2947e+000 +2.5247e+000 +1.5640e+000 -1.6861e+000 +1.8730e+000 +6.9593e-001 -1.1798e+000 +3.3204e+000 +9.6848e-001 -3.3387e+000 +3.7382e-001 +8.1199e-001
2828 +9.810327156e+002 +9.810327156e+002 -1.896728436e+001 -1.896728436e+001 -2.5745e+000 -5.4985e+000 +2.1964e+000 -1.1048e+000 -2.4821e+000 +1.0783e+000 +3.4789e+000 -8.2572e-001 -2.6841e+000 +2.3509e+000 +1.8512e+000 -1.7734e+000 +1.7254e+000 +7.1060e-001 -1.2242e+000 +3.3531e+000 +9.6013e-001 -3.3248e+000 +3.9066e-001 +8.0727e-001
3064 +5.956535987e+002 +5.956535987e+002 -4.043464013e+002 -4.043464013e+002 -4.2294e+000 -4.2561e+000 +1.9865e+000 -8.8804e-002 -1.0530e+000 +2.8870e-001 +3.0660e+000 -1.0939e+000 -2.8521e+000 +2.5192e+000 +1.4857e+000 -1.9902e+000 +1.7846e+000 +6.8704e-001 -1.1933e+000 +3.3414e+000 +9.6821e-001 -3.3254e+000 +3.9011e-001 +8.0101e-001
3251 +3.666763487e+002 +3.666763487e+002 -6.333236513e+002 -6.333236513e+002 -2.9394e+000 -4.7696e+000 +2.2847e+000 +4.9344e-001 -5.3028e-001 +5.4697e-002 +2.9122e+000 -1.0417e+000 -3.2985e+000 +2.4701e+000 +1.5250e+000 -1.8934e+000 +1.7218e+000 +7.0113e-001 -1.1775e+000 +3.3443e+000 +9.4977e-001 -3.3404e+000 +3.8498e-001 +8.0363e-001
3467 +2.493486478e+002 +2.493486478e+002 -7.506513522e+002 -7.506513522e+002 -4.1216e+000 -5.1347e+000 +2.2942e+000 +7.9298e-001 +5.6901e-002 -1.0139e-001 +3.0492e+000 -1.1646e+000 -3.5574e+000 +2.4544e+000 +1.4742e+000 -1.8220e+000 +1.7488e+000 +7.1174e-001 -1.1526e+000 +3.3463e+000 +9.3912e-001 -3.3288e+000 +3.9323e-001 +8.0428e-001
3777 +1.530882657e+002 +1.530882657e+002 -8.469117343e+002 -8.469117343e+002 -5.0221e+000 -5.3049e+000 +2.4504e+000 -3.9542e-001 -1.0117e-001 -3.2074e-001 +2.3261e+000 -1.0795e+000 -3.3612e+000 +2.4731e+000 +1.4726e+000 -1.7975e+000 +1.7513e+000 +7.0563e-001 -1.1580e+000 +3.3501e+000 +9.4752e-001 -3.3297e+000 +3.9402e-001 +8.0635e-001
4013 +9.940460770e+001 +9.940460770e+001 -9.005953923e+002 -9.005953923e+002 -3.6227e+000 -3.5320e+000 +1.6102e+000 -1.0579e+000 +2.2397e-001 -4.8441e-001 +2.3484e+000 -8.9502e-001 -3.1998e+000 +2.4602e+000 +1.4940e+000 -1.7970e+000 +1.7946e+000 +7.1990e-001 -1.1286e+000 +3.3509e+000 +9.5736e-001 -3.3351e+000 +3.9160e-001 +8.1071e-001
4376 +5.749225796e+001 +5.749225796e+001 -9.425077420e+002 -9.425077420e+002 -4.1115e+000 -3.7279e+000 +1.7731e+000 -7.9016e-001 +4.8416e-001 -5.2713e-001 +2.3806e+000 -1.0322e+000 -3.3752e+000 +2.4852e+000 +1.5227e+000 -1.8226e+000 +1.7554e+000 +7.2548e-001 -1.1399e+000 +3.3533e+000 +9.5044e-001 -3.3252e+000 +3.9311e-001 +8.0960e-001
4642 +3.783991223e+001 +3.783991223e+001 -9.621600878e+002 -9.621600878e+002 -3.5496e+000 -3.7710e+000 +4.8814e-001 -8.6151e-001 +1.7980e-001 -6.0107e-001 +2.3744e+000 -1.0613e+000 -3.3338e+000 +2.5211e+000 +1.4660e+000 -1.8109e+000 +1.7518e+000 +7.2330e-001 -1.1370e+000 +3.3546e+000 +9.5194e-001 -3.3218e+000 +3.9349e-001 +8.1307e-001
4746 +2.454375329e+001 +2.454375329e+001 -9.754562467e+002 -9.754562467e+002 -3.8066e+000 -3.7807e+000 -4.5020e-001 -1.3430e+000 +2.9890e-001 -6.9706e-001 +2.4130e+000 -9.9321e-001 -3.2455e+000 +2.4141e+000 +1.4994e+000 -1.8308e+000 +1.7516e+000 +7.2528e-001 -1.1381e+000 +3.3474e+000 +9.4699e-001 -3.3250e+000 +3.9277e-001 +8.1153e-001
5018 +1.578736877e+001 +1.578736877e+001 -9.842126312e+002 -9.842126312e+002 -2.1285e+000 -3.1862e+000 -9.2444e-001 -1.3707e+000 +3.1137e-001 -7.2658e-001 +2.4262e+000 -1.0682e+000 -3.2880e+000 +2.4388e+000 +1.5341e+000 -1.8281e+000 +1.7558e+000 +7.1395e-001 -1.1343e+000 +3.3434e+000 +9.4952e-001 -3.3255e+000 +3.9378e-001 +8.1244e-001
5206 +8.799800093e+000 +8.799800093e+000 -9.912001999e+002 -9.912001999e+002 -1.4798e+000 -3.5555e+000 -2.1272e+000 -1.1098e+000 +3.2699e-001 -4.7807e-001 +2.4052e+000 -1.0434e+000 -3.3574e+000 +2.4765e+000 +1.5135e+000 -1.8103e+000 +1.7547e+000 +7.1316e-001 -1.1390e+000 +3.3484e+000 +9.5230e-001 -3.3261e+000 +3.9265e-001 +8.1194e-001
5263 +5.778478784e+000 +5.778478784e+000 -9.942215212e+002 -9.942215212e+002 -2.1873e+000 -3.6834e+000 -1.7624e+000 -9.1016e-001 +3.3046e-001 -4.1584e-001 +2.3400e+000 -1.0374e+000 -3.3634e+000 +2.4643e+000 +1.5271e+000 -1.8325e+000 +1.7516e+000 +7.1621e-001 -1.1376e+000 +3.3492e+000 +9.5091e-001 -3.3251e+000 +3.9194e-001 +8.1226e-001
5561 +3.573290346e+000 +3.573290346e+000 -9.964267097e+002 -9.964267097e+002 -2.2010e+000 -3.5290e+000 -1.4600e+000 -1.0432e+000 +6.2818e-001 -5.6245e-001 +2.3092e+000 -1.0021e+000 -3.3647e+000 +2.4816e+000 +1.5284e+000 -1.8361e+000 +1.7512e+000 +7.1568e-001 -1.1382e+000 +3.3492e+000 +9.4964e-001 -3.3263e+000 +3.9189e-001 +8.1181e-001
5844 +2.398484890e+000 +2.398484890e+000 -9.976015151e+002 -9.976015151e+002 -2.5395e+000 -4.0521e+000 -1.5042e+000 -1.1310e+000 +5.3358e-001 -4.5557e-001 +2.3049e+000 -9.9019e-001 -3.3576e+000 +2.4809e+000 +1.5255e+000 -1.8349e+000 +1.7554e+000 +7.2047e-001 -1.1413e+000 +3.3506e+000 +9.4845e-001 -3.3254e+000 +3.9197e-001 +8.1207e-001
5978 +1.560933481e+000 +1.560933481e+000 -9.984390665e+002 -9.984390665e+002 -2.3984e+000 -4.0161e+000 -1.4770e+000 -1.0851e+000 +6.0202e-001 -5.1933e-001 +2.3176e+000 -1.0011e+000 -3.3415e+000 +2.4821e+000 +1.5282e+000 -1.8331e+000 +1.7595e+000 +7.1949e-001 -1.1424e+000 +3.3482e+000 +9.5026e-001 -3.3256e+000 +3.9203e-001 +8.1203e-001
6299 +8.849537533e-001 +8.849537533e-001 -9.991150462e+002 -9.991150462e+002 -2.2814e+000 -3.8709e+000 -1.5736e+000 -1.0885e+000 +6.2497e-001 -4.6385e-001 +2.3174e+000 -1.0002e+000 -3.3321e+000 +2.4847e+000 +1.5391e+000 -1.8289e+000 +1.7604e+000 +7.1977e-001 -1.1417e+000 +3.3474e+000 +9.4983e-001 -3.3245e+000 +3.9271e-001 +8.1204e-001
% function evaluation | noise-free fitness - Fopt (-3.629000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.234464475e+007 +4.234464475e+007 +4.234460846e+007 +4.234460846e+007 +1.7032e+000 -4.3464e+000 +3.4352e+000 -3.0537e+000 +2.1806e+000 -1.5223e-001 -2.7486e+000 +3.6811e+000 -3.4253e+000 +4.6340e-001 +4.1034e+000 +3.7834e+000 +2.9025e-001 -1.9270e+000 -4.3431e-001 +2.3516e+000 +1.4771e+000 +1.1766e+000 +4.8088e+000 -4.3136e+000
3 +3.336395662e+007 +3.336395662e+007 +3.336392033e+007 +3.336392033e+007 +4.7261e+000 -4.0037e+000 -4.2869e-001 -1.0775e+000 +3.9700e+000 -1.3707e+000 -1.7120e+000 -1.9584e+000 -3.7722e-001 -1.7206e+000 +9.1339e-001 +5.8110e-001 -2.4994e+000 -2.6354e+000 +2.0840e+000 -4.5107e+000 +1.2379e-001 -4.2445e+000 +4.9240e+000 -9.0885e-001
4 +1.629137124e+007 +1.629137124e+007 +1.629133495e+007 +1.629133495e+007 +4.2209e+000 -4.7311e+000 +3.5290e+000 +7.1179e-001 +4.6823e+000 -4.8738e+000 +4.2211e+000 -4.2077e+000 -3.6812e+000 -2.5974e+000 +1.0137e+000 -4.6232e+000 -4.3446e+000 -4.7499e+000 +3.0678e+000 -1.3659e+000 -4.1675e+000 +2.1887e+000 -3.2837e+000 +3.8826e+000
5 +1.175914032e+007 +1.175914032e+007 +1.175910403e+007 +1.175910403e+007 -2.2229e+000 -3.5636e+000 +4.7613e+000 -9.1706e-001 -1.1805e+000 -3.3682e+000 +3.5434e+000 +1.9395e+000 -3.9907e+000 +1.3731e+000 +3.9794e-001 -2.6550e+000 +2.8493e-001 -4.3137e+000 +4.3429e+000 +2.3604e+000 -2.6971e+000 -2.4077e+000 +9.7820e-001 -1.0397e-001
11 +9.326804625e+006 +9.326804625e+006 +9.326768335e+006 +9.326768335e+006 -8.9433e-001 +2.0718e-001 +3.5308e+000 +1.9216e+000 +1.7394e+000 -3.1422e+000 +4.4293e+000 +2.4097e+000 +8.1973e-001 -2.1435e+000 +9.2740e-001 +4.9814e+000 +3.7343e+000 +2.9143e+000 +7.4425e-001 -1.2545e+000 +3.2808e+000 +5.8894e-001 -4.1152e+000 +1.9116e+000
31 +4.426951220e+006 +4.426951220e+006 +4.426914930e+006 +4.426914930e+006 -3.6669e+000 +1.7276e+000 -2.9379e+000 +3.5795e+000 +2.9570e+000 -1.3632e+000 -1.1832e+000 +1.0991e+000 -3.3017e+000 -5.1972e-001 +8.8647e-001 +4.3265e+000 +4.6068e-001 -1.5631e+000 +1.1886e+000 +2.5762e+000 -4.5264e+000 +3.9479e+000 -1.1239e+000 -1.0644e-001
152 +3.671761619e+006 +3.671761619e+006 +3.671725329e+006 +3.671725329e+006 +5.6641e-001 +1.0694e+000 +1.9773e+000 +1.0262e-001 -1.6727e+000 +1.2306e+000 -3.2235e-001 -2.5418e+000 +1.9720e+000 -2.6451e+000 -1.4757e+000 -1.5301e+000 +2.2719e-001 +2.2845e-001 +4.3370e+000 -5.3359e-001 +1.0065e+000 +1.8882e+000 -3.5619e+000 +2.6482e-001
233 +1.393558140e+006 +1.393558140e+006 +1.393521850e+006 +1.393521850e+006 -4.1151e+000 +6.5940e+000 -1.9241e-002 +2.8064e+000 -2.4042e+000 -2.2160e+000 -2.8903e-001 +4.7410e-001 -5.4443e+000 -3.8078e+000 -4.2363e-002 +2.3866e+000 +1.5248e+000 -1.7515e+000 +3.3936e+000 +2.6595e+000 -5.4625e-001 +3.6057e+000 -7.6339e-001 +3.3566e-001
495 +9.182783357e+005 +9.182783357e+005 +9.182420457e+005 +9.182420457e+005 -4.8863e+000 +6.1200e+000 +7.8434e-001 +1.4813e+000 -1.1207e+000 -1.4108e+000 -6.6822e-001 +1.4927e+000 -7.0208e+000 -3.1855e+000 -2.9679e-001 +1.2423e+000 +1.2296e+000 -3.1927e+000 +5.0027e+000 +1.2676e+000 -3.4669e-001 +3.4996e+000 -1.8034e+000 +6.4618e-001
584 +2.485546484e+005 +2.485546484e+005 +2.485183584e+005 +2.485183584e+005 -4.2450e+000 +5.6515e+000 +5.1217e-001 +1.3173e+000 -2.1134e+000 -1.6425e+000 -1.0816e+000 -4.3442e-002 -5.0663e+000 -3.3209e+000 -9.0422e-001 +4.4995e-001 +1.6210e+000 -3.1958e+000 +4.4784e+000 -5.2319e-001 +9.5035e-001 +3.1303e+000 -1.2834e+000 +5.6254e-001
689 +1.424917367e+005 +1.424917367e+005 +1.424554467e+005 +1.424554467e+005 -3.4816e+000 +5.0080e+000 +6.8827e-001 -2.7265e-001 -6.7503e-001 -9.7547e-001 -1.8895e+000 -1.6065e+000 -3.8758e+000 -2.3723e+000 -5.2950e-001 -9.6416e-001 +2.0245e+000 -3.2359e+000 +3.0093e+000 -1.7968e+000 +5.4285e-001 +3.4208e+000 -1.4723e+000 +5.3985e-001
886 +9.606315358e+004 +9.606315358e+004 +9.602686358e+004 +9.602686358e+004 -3.6949e+000 +9.7144e+000 -8.3590e-002 +2.2454e+000 -1.1464e+000 -1.0657e+000 -3.3710e+000 -1.4525e+000 -3.8895e+000 -2.0675e-001 +2.5803e-001 -1.0100e+000 +2.1460e+000 -3.0469e+000 +2.9992e+000 -2.0076e+000 +6.5089e-001 +3.3365e+000 -1.3541e+000 +5.6071e-001
1276 +6.236115659e+004 +6.236115659e+004 +6.232486659e+004 +6.232486659e+004 -4.3906e+000 +1.1615e+001 -2.7584e-001 +4.8807e+000 -2.5982e+000 +8.5238e+000 -1.6224e+000 -3.6184e-001 -5.7349e+000 +1.0305e+000 -1.3182e-001 +5.7799e-001 +2.4116e+000 -2.9955e+000 +3.4744e+000 -1.6469e+000 +5.3107e-001 +3.3598e+000 -1.2082e+000 +5.3318e-001
1530 +3.507406757e+004 +3.507406757e+004 +3.503777757e+004 +3.503777757e+004 -3.7386e+000 +1.5467e+001 +4.8036e-001 +6.5123e+000 -3.3418e+000 +1.7332e-001 -5.0559e+000 -1.3712e+000 -3.6161e+000 +2.3486e+000 +1.7942e+000 +1.8937e-002 +2.1939e+000 -3.0713e+000 +3.1941e+000 -1.7456e+000 +4.8026e-001 +3.3051e+000 -1.1958e+000 +5.2763e-001
1808 +2.460768532e+004 +2.460768532e+004 +2.457139532e+004 +2.457139532e+004 -2.1766e+000 +1.7088e+001 +1.1613e+000 +6.5024e+000 -3.4416e+000 -3.3369e+000 -7.1134e+000 -1.8592e+000 -1.3203e+000 +2.3015e+000 +2.1966e+000 +7.6069e-002 +2.1217e+000 -3.4613e+000 +3.2727e+000 -1.7057e+000 +4.8879e-001 +3.3207e+000 -1.1699e+000 +5.0673e-001
1923 +1.480412382e+004 +1.480412382e+004 +1.476783382e+004 +1.476783382e+004 +3.7159e+000 +1.8780e+001 +1.5313e+000 +6.2660e+000 -6.5750e-001 +2.3088e+000 -6.4569e+000 -2.1279e+000 -1.0040e-001 +2.0959e+000 +2.2479e+000 +8.4233e-001 +2.4674e+000 -3.2661e+000 +3.5319e+000 -1.5625e+000 +5.4356e-001 +3.3301e+000 -1.1419e+000 +4.9618e-001
2191 +9.914953992e+003 +9.914953992e+003 +9.878663992e+003 +9.878663992e+003 -5.7966e+000 +1.2357e+001 +1.7402e+000 +6.5108e+000 -3.2191e+000 +2.0068e+000 -4.8806e-001 -1.3184e+000 +7.1269e-001 +1.7530e+000 +2.6858e+000 +7.4468e-001 +2.5432e+000 -3.2134e+000 +3.5095e+000 -1.5491e+000 +6.0021e-001 +3.3149e+000 -1.1484e+000 +4.7417e-001
2279 +4.690693813e+003 +4.690693813e+003 +4.654403813e+003 +4.654403813e+003 -8.1370e+000 +6.7754e+000 +2.1817e+000 +7.3103e+000 -2.5429e+000 +2.1299e+000 +1.5875e+000 -6.3518e-001 +2.3457e+000 +2.3908e+000 +3.3206e+000 +1.1866e+000 +2.7965e+000 -3.2366e+000 +3.3958e+000 -1.5248e+000 +6.3342e-001 +3.2977e+000 -1.1338e+000 +5.0636e-001
2323 +3.749261015e+003 +3.749261015e+003 +3.712971015e+003 +3.712971015e+003 -1.8544e+001 +4.6120e+000 +1.3151e+000 +7.3205e+000 -1.9594e+000 +3.0695e+000 +5.3575e-001 +2.9932e-001 +2.3926e+000 +2.3174e+000 +3.4290e+000 +1.1686e+000 +3.0537e+000 -3.1339e+000 +3.4036e+000 -1.5745e+000 +5.4936e-001 +3.3134e+000 -1.1314e+000 +5.0405e-001
2716 +2.434638867e+003 +2.434638867e+003 +2.398348867e+003 +2.398348867e+003 -1.0602e+001 +1.7024e+000 +1.7324e+000 +7.3991e+000 -2.9394e+000 +5.9106e-001 -8.1628e-001 -2.2894e-001 +2.9887e+000 +3.2046e+000 +3.1036e+000 +1.2861e+000 +3.1272e+000 -3.1695e+000 +3.2957e+000 -1.5736e+000 +5.7386e-001 +3.3056e+000 -1.1514e+000 +5.1315e-001
3035 +1.523365935e+003 +1.523365935e+003 +1.487075935e+003 +1.487075935e+003 +5.3741e+000 +3.4473e+000 +1.6420e+000 +4.9004e+000 -5.3629e+000 -1.0694e+000 -1.2461e+000 +2.5874e-002 +3.7538e+000 +3.1410e+000 +3.2182e+000 +1.2966e+000 +2.9297e+000 -3.2925e+000 +3.3166e+000 -1.6353e+000 +5.7250e-001 +3.2995e+000 -1.1449e+000 +5.1352e-001
3273 +8.017912745e+002 +8.017912745e+002 +7.655012745e+002 +7.655012745e+002 +5.7960e+000 +4.8759e-001 +8.3167e-001 +2.8809e+000 -3.6934e+000 +2.8183e-001 -1.3892e+000 +1.5670e-001 +3.3360e+000 +3.1888e+000 +3.3988e+000 +1.1541e+000 +2.9722e+000 -3.2046e+000 +3.3014e+000 -1.6450e+000 +5.5322e-001 +3.3110e+000 -1.1342e+000 +4.9612e-001
3411 +5.174886153e+002 +5.174886153e+002 +4.811986153e+002 +4.811986153e+002 +4.9209e+000 -5.8327e+000 +9.1909e-001 -1.5978e+000 -4.3516e+000 +3.4288e-001 -1.9357e+000 +1.6230e-001 +3.7516e+000 +2.7543e+000 +3.1786e+000 +1.2141e+000 +3.0038e+000 -3.3211e+000 +3.3335e+000 -1.6763e+000 +5.4236e-001 +3.2999e+000 -1.1472e+000 +4.9138e-001
3544 +3.897707909e+002 +3.897707909e+002 +3.534807909e+002 +3.534807909e+002 +6.8746e+000 -3.4338e+000 +7.3285e-001 +4.1088e-001 -4.9275e+000 +1.5796e+000 -1.5054e+000 -1.3962e-001 +3.2930e+000 +2.9879e+000 +3.2748e+000 +1.1776e+000 +2.9581e+000 -3.2667e+000 +3.3218e+000 -1.6183e+000 +5.2699e-001 +3.3036e+000 -1.1493e+000 +4.9543e-001
3546 +2.320869873e+002 +2.320869873e+002 +1.957969873e+002 +1.957969873e+002 +5.3352e+000 -2.0459e+000 +7.8733e-001 -1.9488e+000 -4.5563e+000 +2.2136e+000 -1.1666e+000 -5.1058e-001 +3.6713e+000 +2.9521e+000 +3.4334e+000 +1.1257e+000 +2.9489e+000 -3.2555e+000 +3.3368e+000 -1.6573e+000 +5.6402e-001 +3.3049e+000 -1.1483e+000 +4.9632e-001
3923 +1.540744632e+002 +1.540744632e+002 +1.177844632e+002 +1.177844632e+002 +4.9321e+000 -2.3297e+000 +8.1519e-001 -1.2492e+000 -4.0185e+000 +1.4597e+000 -1.3349e+000 -3.9921e-001 +3.7030e+000 +3.2829e+000 +3.2105e+000 +1.1497e+000 +2.9899e+000 -3.2735e+000 +3.3297e+000 -1.6334e+000 +5.4482e-001 +3.3041e+000 -1.1515e+000 +4.9550e-001
4001 +9.922440306e+001 +9.922440306e+001 +6.293440306e+001 +6.293440306e+001 +4.4429e+000 -2.1221e+000 +7.2822e-001 -1.1117e+000 -4.3387e+000 +1.4619e+000 -1.4892e+000 -1.7171e-001 +3.6298e+000 +3.1290e+000 +3.2703e+000 +1.1205e+000 +2.9862e+000 -3.3094e+000 +3.3267e+000 -1.6343e+000 +5.4806e-001 +3.3057e+000 -1.1516e+000 +4.9429e-001
4424 +4.423236199e+001 +4.423236199e+001 +7.942361991e+000 +7.942361991e+000 +6.4457e+000 -2.8755e+000 +7.8103e-001 -2.5095e+000 -3.8546e+000 +1.4072e+000 -1.3328e+000 -4.7943e-001 +3.6860e+000 +3.1225e+000 +3.3211e+000 +1.1100e+000 +2.9863e+000 -3.3173e+000 +3.3113e+000 -1.6338e+000 +5.5649e-001 +3.3014e+000 -1.1459e+000 +4.9392e-001
4439 +3.401857492e+001 +3.401857492e+001 -2.271425076e+000 -2.271425076e+000 +4.4359e+000 -2.5315e+000 +7.9904e-001 -2.7164e+000 -4.0228e+000 +1.5583e+000 -1.3778e+000 -4.5710e-001 +3.6514e+000 +3.1301e+000 +3.2967e+000 +1.1245e+000 +3.0088e+000 -3.3192e+000 +3.3220e+000 -1.6368e+000 +5.5301e-001 +3.3004e+000 -1.1460e+000 +4.9326e-001
4729 +1.922262237e+001 +1.922262237e+001 -1.706737763e+001 -1.706737763e+001 +3.2561e+000 -3.2206e+000 +8.1041e-001 -3.0509e+000 -3.8570e+000 +1.5382e+000 -1.4685e+000 -4.6535e-001 +3.6924e+000 +3.1409e+000 +3.3023e+000 +1.1264e+000 +3.0016e+000 -3.3175e+000 +3.3290e+000 -1.6292e+000 +5.5346e-001 +3.2999e+000 -1.1447e+000 +4.9462e-001
5164 +1.572752640e+001 +1.572752640e+001 -2.056247360e+001 -2.056247360e+001 +3.5402e+000 -3.3489e+000 +7.7890e-001 -3.0114e+000 -3.8352e+000 +1.4937e+000 -1.4424e+000 -4.5516e-001 +3.7120e+000 +3.1075e+000 +3.3061e+000 +1.1208e+000 +3.0029e+000 -3.3253e+000 +3.3299e+000 -1.6277e+000 +5.5448e-001 +3.2995e+000 -1.1439e+000 +4.9473e-001
5341 +9.949072357e+000 +9.949072357e+000 -2.634092764e+001 -2.634092764e+001 +3.1809e+000 -3.3173e+000 +6.6943e-001 -2.9292e+000 -3.8342e+000 +1.5182e+000 -1.4725e+000 -4.3678e-001 +3.6693e+000 +3.1142e+000 +3.3204e+000 +1.1219e+000 +2.9940e+000 -3.3147e+000 +3.3362e+000 -1.6264e+000 +5.5717e-001 +3.3005e+000 -1.1437e+000 +4.9396e-001
5430 +5.384703793e+000 +5.384703793e+000 -3.090529621e+001 -3.090529621e+001 +2.9060e+000 -3.5681e+000 +2.7231e-001 -2.7581e+000 -3.7509e+000 +1.5286e+000 -1.4096e+000 -4.0977e-001 +3.6397e+000 +3.0585e+000 +3.3227e+000 +1.1152e+000 +2.9865e+000 -3.3199e+000 +3.3346e+000 -1.6268e+000 +5.5649e-001 +3.3009e+000 -1.1439e+000 +4.9385e-001
5555 +3.560952937e+000 +3.560952937e+000 -3.272904706e+001 -3.272904706e+001 +2.7448e+000 -3.3335e+000 +2.1533e-001 -2.6760e+000 -3.8167e+000 +1.4788e+000 -1.3180e+000 -3.9793e-001 +3.6487e+000 +3.1043e+000 +3.3193e+000 +1.1114e+000 +2.9881e+000 -3.3229e+000 +3.3359e+000 -1.6268e+000 +5.5682e-001 +3.3006e+000 -1.1442e+000 +4.9421e-001
5664 +2.499909018e+000 +2.499909018e+000 -3.379009098e+001 -3.379009098e+001 +3.0326e+000 -3.1405e+000 +9.5940e-002 -3.0882e+000 -3.8440e+000 +1.4419e+000 -1.3153e+000 -4.3130e-001 +3.6610e+000 +3.0882e+000 +3.3216e+000 +1.1138e+000 +2.9854e+000 -3.3197e+000 +3.3351e+000 -1.6244e+000 +5.5489e-001 +3.3007e+000 -1.1437e+000 +4.9413e-001
5796 +1.402569022e+000 +1.402569022e+000 -3.488743098e+001 -3.488743098e+001 +2.6609e+000 -3.1897e+000 -2.1703e-001 -2.8223e+000 -3.7051e+000 +1.4808e+000 -1.2895e+000 -3.9741e-001 +3.6481e+000 +3.0885e+000 +3.3199e+000 +1.1090e+000 +2.9881e+000 -3.3197e+000 +3.3392e+000 -1.6260e+000 +5.5508e-001 +3.3021e+000 -1.1442e+000 +4.9422e-001
6055 +8.906406724e-001 +8.906406724e-001 -3.539935933e+001 -3.539935933e+001 +2.6208e+000 -3.2448e+000 -1.6195e-001 -2.9527e+000 -3.7178e+000 +1.4799e+000 -1.2948e+000 -4.0157e-001 +3.6488e+000 +3.0773e+000 +3.3222e+000 +1.1142e+000 +2.9864e+000 -3.3204e+000 +3.3378e+000 -1.6266e+000 +5.5477e-001 +3.3015e+000 -1.1438e+000 +4.9415e-001
6352 +5.232507948e-001 +5.232507948e-001 -3.576674921e+001 -3.576674921e+001 +2.7605e+000 -3.3296e+000 -2.1341e-001 -2.8953e+000 -3.7608e+000 +1.4743e+000 -1.2917e+000 -3.9907e-001 +3.6440e+000 +3.0835e+000 +3.3192e+000 +1.1147e+000 +2.9871e+000 -3.3184e+000 +3.3366e+000 -1.6267e+000 +5.5429e-001 +3.3016e+000 -1.1436e+000 +4.9420e-001
6371 +3.843419664e-001 +3.843419664e-001 -3.590565803e+001 -3.590565803e+001 +2.7854e+000 -3.2678e+000 -3.0709e-001 -2.8958e+000 -3.7463e+000 +1.4764e+000 -1.2857e+000 -4.0089e-001 +3.6466e+000 +3.0809e+000 +3.3182e+000 +1.1147e+000 +2.9869e+000 -3.3178e+000 +3.3359e+000 -1.6257e+000 +5.5419e-001 +3.3017e+000 -1.1434e+000 +4.9419e-001
