% function evaluation | noise-free fitness - Fopt (-1.025500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1868 +6.272323737e+000 +6.272323737e+000 +4.951723237e+002 +4.951723237e+002 +8.4699e-001 -1.1842e-001 +8.3481e-001 +1.9478e+000 +1.9875e+000 -8.0741e-002 -9.9949e-001 -1.5480e-001 +7.3910e-001 +5.7413e-001 +7.8792e-001 +1.4952e+000 -8.7546e-002 +1.2734e+000 +1.4239e+000 -6.9139e-001 +1.0865e+000 +1.0963e-001 -8.1784e-001 -7.6456e-001
% function evaluation | noise-free fitness - Fopt (1.190000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.647630117e+001 +3.647630117e+001 +3.766630117e+001 +3.766630117e+001 -2.2685e+000 +9.6993e-001 +2.3795e-001 +4.6915e+000 -2.7198e+000 -4.7900e+000 -1.5508e+000 +2.3249e+000 -3.5142e+000 -3.5045e+000 +3.8542e+000 -4.3340e+000 +2.2901e-001 +3.8407e+000 +3.8240e+000 +2.1554e+000 +1.1258e+000 -3.1543e+000 -2.4087e+000 -6.4981e-001
23 +2.486468603e+001 +2.486468603e+001 +2.605468603e+001 +2.605468603e+001 -3.5420e+000 +4.6190e-001 +3.2626e+000 -2.8574e-002 -1.4254e+000 -9.7920e-001 -9.9881e-001 +1.6504e-001 +4.9865e+000 +3.2458e+000 +2.1647e+000 +3.8333e+000 +2.5709e+000 +5.9428e-002 -4.6414e+000 -2.2856e+000 -7.7315e-001 +3.1904e-002 -3.2217e+000 -2.0236e+000
241 +1.505352876e+001 +1.505352876e+001 +1.624352876e+001 +1.624352876e+001 -1.6128e-001 +2.8458e+000 -1.0425e+000 -1.9529e+000 -1.9868e+000 +8.1469e-001 -1.0639e+000 +3.7325e-001 -2.1504e+000 +1.7849e+000 +8.1580e-001 -3.1098e+000 -1.0759e+000 -5.2492e-001 +9.0809e-001 -9.1654e-001 +3.2321e-001 +3.9803e-001 +7.2767e-002 +2.0816e+000
595 +8.238169346e+000 +8.238169346e+000 +9.428169346e+000 +9.428169346e+000 -1.0285e+000 -2.1538e-001 +1.1187e-002 +4.2615e-001 -2.1758e+000 +6.6591e-001 -2.0085e+000 +1.7933e+000 -1.5837e+000 +4.1495e-001 -1.3323e-001 -1.3241e+000 -2.1207e+000 -1.0050e+000 +9.1734e-001 -3.7579e+000 +5.1454e-001 -2.4724e-001 +1.3734e-001 -1.1738e+000
2213 +6.280338862e+000 +6.280338862e+000 +7.470338862e+000 +7.470338862e+000 -6.8637e-001 +2.3278e-001 -1.4800e+000 +1.7494e-001 -1.1568e+000 +1.0228e+000 -1.5717e+000 +7.5474e-001 -1.3252e+000 +6.2695e-001 -8.2257e-002 +1.9025e-001 -2.1284e+000 -1.1785e+000 +1.8457e+000 -1.8930e-001 +7.3247e-001 -4.2161e-001 +4.1834e-002 +3.1817e-001
% function evaluation | noise-free fitness - Fopt (-6.097000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.994330958e+001 +6.994330958e+001 +8.973309580e+000 +8.973309580e+000 -4.8271e+000 +5.3566e-002 +5.3917e-001 +3.7781e+000 +2.9992e+000 +8.9625e-001 +4.5593e+000 -3.0190e+000 +3.6978e+000 -2.6429e+000 -1.1146e+000 +6.0277e-001 +2.9641e+000 -3.5649e-001 -2.6177e+000 +4.2074e+000 -3.2370e+000 +1.3939e-001 +4.7035e-001 -4.8274e+000
3 +5.871922673e+001 +5.871922673e+001 -2.250773273e+000 -2.250773273e+000 +4.2635e+000 -2.0610e+000 +4.2445e+000 -4.5854e+000 -7.1650e-001 +1.3668e+000 -1.8503e+000 -4.6604e+000 -4.9560e-001 +3.1584e+000 -5.7620e-001 -5.9139e-001 +3.2296e+000 +2.2215e+000 +1.5694e+000 -4.0081e+000 -2.9430e-001 -2.5078e+000 +2.7463e+000 -2.8468e+000
5 +3.819393726e+001 +3.819393726e+001 -2.277606274e+001 -2.277606274e+001 -4.2633e+000 +4.7954e+000 +1.4322e+000 +2.7167e+000 -2.3820e+000 -9.6920e-001 -1.3163e+000 +5.2748e-001 -2.5302e+000 -3.6910e+000 +3.6160e+000 +2.7234e-001 +2.2743e+000 +2.5043e+000 +2.8907e+000 +1.4201e+000 +4.6161e-001 -3.1295e+000 -3.3099e+000 -4.9835e+000
6 +2.502827460e+001 +2.502827460e+001 -3.594172540e+001 -3.594172540e+001 -3.8175e+000 -2.0714e+000 -3.0982e+000 -4.5021e-001 -1.2911e+000 +1.7925e+000 -1.7265e+000 -4.5484e+000 -1.3060e+000 +8.3169e-001 +6.5161e-001 +1.8069e+000 +9.8739e-001 -1.7351e+000 -1.5205e+000 +4.3600e+000 -4.5656e+000 -1.1488e+000 +2.4016e+000 -3.5749e+000
77 +1.497190572e+001 +1.497190572e+001 -4.599809428e+001 -4.599809428e+001 +2.7636e-001 -3.1558e-001 -2.0419e+000 -2.3657e+000 +1.4220e+000 -4.9317e-001 +1.0874e+000 -2.9693e+000 +1.6764e+000 -3.5240e-001 +1.1594e+000 +3.9957e-001 +1.4726e+000 +4.6947e-001 +1.5853e+000 -1.2451e-001 +1.7101e+000 -2.9276e+000 +1.2478e+000 +3.0919e+000
319 +9.552996347e+000 +9.552996347e+000 -5.141700365e+001 -5.141700365e+001 -1.5394e+000 +1.5749e+000 +1.1915e+000 -2.2365e+000 +8.1845e-001 -6.8365e-001 -7.9266e-001 +8.2996e-001 +1.9305e-001 -2.5589e-001 -7.2427e-001 -3.9296e-001 +1.7715e+000 +1.4223e+000 +9.7690e-001 -1.0764e-002 -3.4992e-002 -1.7320e+000 +5.2568e-001 +6.9710e-001
2107 +6.168124754e+000 +6.168124754e+000 -5.480187525e+001 -5.480187525e+001 -3.5942e-001 +5.1613e-001 +9.2504e-001 -2.1819e+000 -6.7639e-001 -8.2949e-001 -8.5648e-001 +6.4540e-001 +8.3686e-001 +3.8959e-001 -6.8974e-002 -5.3995e-001 -1.7773e-001 -5.6701e-001 +4.8227e-001 +1.2727e+000 +6.2155e-001 -6.4201e-001 -3.6927e-001 +2.4005e+000
% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.408358236e+001 +3.408358236e+001 +1.034083582e+003 +1.034083582e+003 -7.6847e-001 +4.4225e+000 +2.8150e+000 -2.9948e+000 -1.6804e+000 -2.4861e+000 +7.3489e-001 -2.6733e+000 +2.6415e+000 +4.3059e+000 -2.7674e+000 -3.2231e+000 +1.6968e+000 -3.9052e+000 +2.6516e+000 -3.0988e+000 +4.8316e+000 -8.9523e-001 -2.4334e+000 +1.5981e+000
94 +1.346804001e+001 +1.346804001e+001 +1.013468040e+003 +1.013468040e+003 -3.2602e-001 +3.7690e-001 -2.3790e+000 -8.2859e-001 +3.1386e+000 -1.5806e-001 -2.9370e+000 -5.5853e-001 +3.8288e-001 -2.0721e+000 +5.1205e-001 +1.7842e+000 +5.0133e-002 +1.5763e+000 +8.3750e-001 +1.4740e+000 -4.4424e+000 -4.6195e-001 -1.6742e+000 +1.2035e+000
644 +8.825666094e+000 +8.825666094e+000 +1.008825666e+003 +1.008825666e+003 +7.4682e-001 -6.2023e-002 -1.0602e+000 -1.4143e+000 -3.2237e+000 +6.2441e-001 -2.7418e+000 -1.3300e+000 -1.8103e-001 -6.4237e-001 -9.1002e-001 +9.5502e-002 +1.0366e+000 -1.6835e+000 +1.0731e+000 +3.8451e-001 -1.2543e+000 +2.8727e+000 -6.1706e-001 +2.6007e+000
2359 +6.227376137e+000 +6.227376137e+000 +1.006227376e+003 +1.006227376e+003 -9.7175e-001 -1.5843e-001 +1.3291e+000 -1.7405e+000 +5.2935e-001 +3.9099e-001 -1.9926e+000 -1.9550e+000 -1.0035e+000 -1.2616e+000 -1.4734e-001 +2.6219e-001 +2.2476e+000 -3.4783e-001 +7.4368e-001 +2.3460e-002 -1.1156e+000 +3.4334e-001 +4.7307e-001 +1.2773e+000
% function evaluation | noise-free fitness - Fopt (5.100000000000e-001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.062810768e+001 +8.062810768e+001 +8.113810768e+001 +8.113810768e+001 -4.5609e+000 -4.0837e-001 +4.5845e+000 -6.6011e-002 -3.0774e+000 -3.4675e-001 +2.5321e+000 +3.8291e+000 +8.8264e-001 -3.5054e-001 -2.5510e+000 -2.1156e+000 +2.3584e+000 -4.7343e+000 -3.7079e+000 +7.9678e-001 -1.4357e+000 -7.5380e-001 -1.2868e+000 +2.8782e+000
3 +5.910996569e+001 +5.910996569e+001 +5.961996569e+001 +5.961996569e+001 -4.9452e+000 +1.7790e+000 +1.1499e+000 +3.1655e+000 +1.4228e+000 -5.7076e-001 -4.5083e+000 -3.0893e+000 -3.5289e+000 -4.8989e-001 +1.4919e+000 +3.9929e+000 -4.7078e+000 -2.0271e-001 -4.0461e+000 +2.9941e-001 +8.2499e-002 +3.3628e+000 -4.6805e+000 +2.1797e+000
6 +3.653117351e+001 +3.653117351e+001 +3.704117351e+001 +3.704117351e+001 +7.5050e-001 +2.7883e-001 -4.5577e+000 -2.0598e+000 +3.0310e-001 -1.6683e+000 -3.3406e+000 -2.5149e+000 -4.2056e+000 +1.9945e+000 +2.1873e+000 +1.5882e+000 -4.0109e+000 -3.1176e-001 +2.0761e+000 +4.1169e+000 -1.0169e+000 +2.6140e+000 +1.3472e+000 +1.8149e+000
79 +1.764047187e+001 +1.764047187e+001 +1.815047187e+001 +1.815047187e+001 -4.1809e+000 +1.1848e+000 -1.1032e+000 -7.0128e-001 +1.0313e+000 +1.2937e+000 +9.9364e-001 +3.0027e+000 +2.6788e+000 +6.4129e-001 -2.3824e+000 -1.9980e+000 -1.2807e+000 -2.8312e+000 -8.5568e-002 +8.7432e-001 +2.8961e+000 +2.5312e-001 +1.1515e-001 +5.4068e-003
108 +1.308600932e+001 +1.308600932e+001 +1.359600932e+001 +1.359600932e+001 -1.6494e+000 +1.2693e+000 -1.3059e-001 -3.8961e-002 +3.6378e+000 +1.3279e+000 +2.4637e+000 +1.4593e+000 +2.8874e+000 +1.2629e+000 +1.1888e-001 -1.5875e+000 -2.2469e+000 +6.9157e-001 -8.3038e-001 -4.2872e-002 +5.6089e-002 -2.7850e+000 +1.2360e+000 -5.4900e-001
354 +9.746253947e+000 +9.746253947e+000 +1.025625395e+001 +1.025625395e+001 -3.0491e+000 +1.8931e+000 +1.9314e+000 +1.6454e-001 +1.2975e+000 -1.1301e+000 +1.0599e-001 +9.7092e-001 +6.6032e-001 +1.3989e+000 +7.4713e-001 -3.1777e-001 -3.2247e+000 +2.0674e+000 +1.6248e+000 -1.4507e-001 -1.6002e+000 -5.3027e-001 -1.4055e-002 +2.4255e-002
1638 +6.238232502e+000 +6.238232502e+000 +6.748232502e+000 +6.748232502e+000 -6.4290e-001 +1.6593e+000 +2.5184e-001 -3.3891e-001 +4.4343e-001 -9.4258e-001 +8.2343e-001 +9.3625e-001 -1.8130e-001 +2.4310e+000 -1.7964e-001 -2.9624e-001 -1.3828e+000 +1.3836e+000 +1.7412e+000 -7.3384e-001 +2.9822e-001 +3.1441e-001 -2.0018e-001 -7.7640e-001
% function evaluation | noise-free fitness - Fopt (9.318000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.497429553e+001 +6.497429553e+001 +1.581542955e+002 +1.581542955e+002 +1.8624e+000 -4.7063e+000 +4.8034e-002 +2.0912e-001 -1.8407e+000 +4.6613e+000 -4.5476e+000 +4.8481e+000 +4.7563e+000 +4.2859e+000 +1.8298e+000 +2.5216e+000 -2.2344e+000 -6.4886e-001 +2.2682e+000 +2.8417e+000 +2.5273e+000 +3.3147e+000 +2.7013e+000 -2.7096e+000
3 +6.022300890e+001 +6.022300890e+001 +1.534030089e+002 +1.534030089e+002 +1.8848e+000 +1.4252e+000 +4.4850e-001 +3.6269e+000 -4.6592e+000 +1.5150e+000 -1.6623e+000 +1.5776e+000 -4.5841e+000 -4.8202e+000 +8.3955e-001 +4.5467e+000 +1.4302e+000 +3.7561e+000 -3.1187e+000 +2.5816e+000 +4.5579e+000 -1.8299e+000 -1.4465e+000 -3.4205e+000
13 +3.907429897e+001 +3.907429897e+001 +1.322542990e+002 +1.322542990e+002 -1.8501e+000 -4.3274e+000 -3.2341e+000 +3.0722e+000 +3.6377e+000 +1.3482e+000 +3.0734e+000 +2.0830e+000 +4.0960e+000 +1.3957e+000 -3.1489e-001 -6.1706e-001 +3.6342e+000 -3.7541e+000 +3.1577e-001 -1.9823e+000 +4.9597e-002 +1.5072e+000 -5.1208e-002 +1.3110e+000
35 +2.315848450e+001 +2.315848450e+001 +1.163384845e+002 +1.163384845e+002 +1.9175e+000 +1.5148e+000 +7.5448e-001 +2.8176e+000 -2.2641e+000 +1.1472e+000 +1.1429e+000 -1.3956e+000 +2.5155e+000 -1.7892e-001 -2.5004e+000 +2.8507e+000 -1.2611e+000 +2.2541e-001 -2.9671e+000 -2.0537e+000 +4.0073e+000 +4.8967e+000 -3.4154e+000 +1.0363e+000
193 +1.124225074e+001 +1.124225074e+001 +1.044222507e+002 +1.044222507e+002 -2.1365e-001 -1.0555e+000 +1.5871e+000 +1.9497e+000 +7.4551e-002 -4.6236e-001 +1.7829e+000 -3.6029e-001 +1.4950e+000 +5.9658e-001 +4.3040e+000 +1.0625e+000 +7.6354e-001 +3.2157e+000 -2.8263e+000 -4.2517e-001 +3.8667e-001 +5.4495e-001 +1.2632e+000 +1.6671e+000
671 +9.204987339e+000 +9.204987339e+000 +1.023849873e+002 +1.023849873e+002 +8.8406e-001 -1.1553e+000 +2.0381e+000 +2.5152e+000 -3.1654e-001 -7.3906e-001 +2.1414e+000 -6.3447e-001 +1.0626e+000 +5.2008e-001 +3.5420e+000 +1.0116e+000 -2.9228e-001 +1.5874e+000 -2.1261e+000 -1.4832e-001 +3.0268e-001 +1.2735e+000 +1.3721e+000 +1.4102e+000
2715 +5.406980936e+000 +5.406980936e+000 +9.858698094e+001 +9.858698094e+001 +4.3435e-001 +1.1734e-001 +3.2338e-001 +9.8018e-001 -2.2044e+000 -1.3902e-001 +2.3646e+000 +2.7035e-001 -6.7312e-001 -2.3943e-001 +4.7371e-001 +1.0497e+000 -2.1654e+000 +1.2792e+000 -1.6102e+000 -1.9386e-001 +1.0676e+000 +8.4971e-001 +1.3173e+000 +1.6190e+000
